# HermanLake.txt
#
# Data were extracted from a South Dakota Fish and Game report at 
#   http://www.sdgfp.info/Wildlife/fishing/SELakes/Herman05.pdf.		
#
# Lake Herman was sampled on June 20-22, 2005 with four overnight gill-net sets and 10
#   overnight trap-net sets. The trap nets are constructed with 19-mm-bar-mesh (0.75 in)
#   netting, 0.9 m high x 1.5 m wide (3 ft high x 5 ft wide) frames and 18.3 m (60 ft) long
#   leads. The gillnets are 45.7 m long x 1.8 m deep (150 ft long x 6 ft deep) with one 7.6 m 
#   (25 ft) panel each of 13, 19, 25, 32, 38 and 51-mm-bar-mesh (0.5, 0.75, 1, 1.25, 1.5, and 2
#   in) monofilament netting.
#
# tl: total length (cm)
# spec: species code (wae=walleye, yep=yellow perch; bkc=black crappie; bbh=black bullhead)
# yr: year of capture
#
tl	spec	yr
26.2	bbh	2003
26.6	bbh	2003
26.6	bbh	2003
26.1	bbh	2003
26.7	bbh	2003
26.5	bbh	2003
26.9	bbh	2003
26.4	bbh	2003
26.5	bbh	2003
26.3	bbh	2003
26.2	bbh	2003
26.6	bbh	2003
26.8	bbh	2003
26.6	bbh	2003
26.6	bbh	2003
26.4	bbh	2003
26.7	bbh	2003
26.7	bbh	2003
26.5	bbh	2003
26.9	bbh	2003
26.4	bbh	2003
26.3	bbh	2003
26.4	bbh	2003
26.6	bbh	2003
26.1	bbh	2003
26.1	bbh	2003
26.6	bbh	2003
26.7	bbh	2003
26.2	bbh	2003
26.4	bbh	2003
26.6	bbh	2003
26.8	bbh	2003
26.6	bbh	2003
26	bbh	2003
26.3	bbh	2003
26.4	bbh	2003
26	bbh	2003
26.4	bbh	2003
26.2	bbh	2003
26.6	bbh	2003
26.7	bbh	2003
26.5	bbh	2003
26.5	bbh	2003
26.8	bbh	2003
26	bbh	2003
26.9	bbh	2003
26.2	bbh	2003
26.4	bbh	2003
26.6	bbh	2003
26.1	bbh	2003
26.6	bbh	2003
26.2	bbh	2003
26.5	bbh	2003
26.2	bbh	2003
26.4	bbh	2003
26.7	bbh	2003
26.3	bbh	2003
26.7	bbh	2003
26.1	bbh	2003
26.7	bbh	2003
26	bbh	2003
26	bbh	2003
26.4	bbh	2003
26.1	bbh	2003
26.8	bbh	2003
26.6	bbh	2003
26.1	bbh	2003
26.3	bbh	2003
26.4	bbh	2003
26.9	bbh	2003
26.2	bbh	2003
26.3	bbh	2003
26.6	bbh	2003
26.3	bbh	2003
26.5	bbh	2003
26.7	bbh	2003
26.5	bbh	2003
26.8	bbh	2003
26.8	bbh	2003
26.1	bbh	2003
26.2	bbh	2003
26.4	bbh	2003
26.3	bbh	2003
26.7	bbh	2003
26.8	bbh	2003
26.2	bbh	2003
26.9	bbh	2003
26.3	bbh	2003
26.1	bbh	2003
26.1	bbh	2003
26.9	bbh	2003
26.2	bbh	2003
26.3	bbh	2003
26.6	bbh	2003
26	bbh	2003
26.2	bbh	2003
26.1	bbh	2003
26.7	bbh	2003
26.6	bbh	2003
26.6	bbh	2003
26.6	bbh	2003
26.8	bbh	2003
26.2	bbh	2003
26.6	bbh	2003
26.1	bbh	2003
26.5	bbh	2003
26.4	bbh	2003
26.3	bbh	2003
26.2	bbh	2003
26.3	bbh	2003
26.5	bbh	2003
26.6	bbh	2003
26.7	bbh	2003
26.6	bbh	2003
26.9	bbh	2003
26.5	bbh	2003
26.8	bbh	2003
26.6	bbh	2003
26.1	bbh	2003
26.6	bbh	2003
26.4	bbh	2003
26.7	bbh	2003
26.5	bbh	2003
26.3	bbh	2003
26.1	bbh	2003
26.4	bbh	2003
26.4	bbh	2003
26.7	bbh	2003
26.5	bbh	2003
26	bbh	2003
26.3	bbh	2003
26	bbh	2003
26.6	bbh	2003
26.3	bbh	2003
26.2	bbh	2003
26.5	bbh	2003
26.6	bbh	2003
26.3	bbh	2003
26.3	bbh	2003
26.6	bbh	2003
26.1	bbh	2003
26.4	bbh	2003
26.2	bbh	2003
26.1	bbh	2003
26	bbh	2003
26.9	bbh	2003
26.1	bbh	2003
26.5	bbh	2003
26.4	bbh	2003
26.6	bbh	2003
26.3	bbh	2003
26.2	bbh	2003
26.1	bbh	2003
26.4	bbh	2003
26.2	bbh	2003
26.3	bbh	2003
26.5	bbh	2003
26.3	bbh	2003
26.3	bbh	2003
26.4	bbh	2003
26.2	bbh	2003
26.6	bbh	2003
26.3	bbh	2003
26.4	bbh	2003
26	bbh	2003
26.6	bbh	2003
26.6	bbh	2003
26.7	bbh	2003
26.1	bbh	2003
26.4	bbh	2003
26	bbh	2003
26.5	bbh	2003
26.6	bbh	2003
26.8	bbh	2003
26.3	bbh	2003
26.7	bbh	2003
26.2	bbh	2003
26.6	bbh	2003
26.9	bbh	2003
26.4	bbh	2003
26	bbh	2003
26.2	bbh	2003
26.6	bbh	2003
26.4	bbh	2003
26.2	bbh	2003
26.6	bbh	2003
26.2	bbh	2003
26.4	bbh	2003
26.2	bbh	2003
26.7	bbh	2003
26.7	bbh	2003
26.5	bbh	2003
26.3	bbh	2003
26.4	bbh	2003
26.3	bbh	2003
26.3	bbh	2003
26.3	bbh	2003
26	bbh	2003
26.5	bbh	2003
26.9	bbh	2003
26.6	bbh	2003
26.3	bbh	2003
26.8	bbh	2003
26.3	bbh	2003
26.8	bbh	2003
26.4	bbh	2003
26.2	bbh	2003
26.8	bbh	2003
26.1	bbh	2003
26.3	bbh	2003
26.8	bbh	2003
26.9	bbh	2003
26.3	bbh	2003
26.8	bbh	2003
26.6	bbh	2003
26.6	bbh	2003
26.1	bbh	2003
26.8	bbh	2003
26.6	bbh	2003
26.6	bbh	2003
26.9	bbh	2003
26.4	bbh	2003
26.4	bbh	2003
26.1	bbh	2003
26.4	bbh	2003
26.6	bbh	2003
26.4	bbh	2003
26.2	bbh	2003
26.7	bbh	2003
26.7	bbh	2003
26.8	bbh	2003
26.9	bbh	2003
26.5	bbh	2003
26.3	bbh	2003
26.2	bbh	2003
26.2	bbh	2003
26.4	bbh	2003
26.1	bbh	2003
26.3	bbh	2003
26.4	bbh	2003
26.7	bbh	2003
26.1	bbh	2003
26.1	bbh	2003
26.5	bbh	2003
26.8	bbh	2003
26.3	bbh	2003
26.5	bbh	2003
26	bbh	2003
26.2	bbh	2003
26.1	bbh	2003
26.3	bbh	2003
26.8	bbh	2003
26.7	bbh	2003
26.1	bbh	2003
26.5	bbh	2003
26.8	bbh	2003
26.8	bbh	2003
26.5	bbh	2003
26.3	bbh	2003
26.4	bbh	2003
26.1	bbh	2003
26.7	bbh	2003
26.8	bbh	2003
26.3	bbh	2003
26.4	bbh	2003
26.1	bbh	2003
26.7	bbh	2003
26.1	bbh	2003
26.8	bbh	2003
26.5	bbh	2003
26.4	bbh	2003
26.1	bbh	2003
26.6	bbh	2003
26.5	bbh	2003
26.5	bbh	2003
26.4	bbh	2003
26.8	bbh	2003
26.9	bbh	2003
26.2	bbh	2003
26.4	bbh	2003
26.9	bbh	2003
26.4	bbh	2003
26.7	bbh	2003
26.1	bbh	2003
26	bbh	2003
26	bbh	2003
26.8	bbh	2003
26.2	bbh	2003
26.6	bbh	2003
26.2	bbh	2003
26.4	bbh	2003
26.6	bbh	2003
26.9	bbh	2003
26.2	bbh	2003
26	bbh	2003
26.2	bbh	2003
26.5	bbh	2003
26.7	bbh	2003
26.1	bbh	2003
26.6	bbh	2003
26.1	bbh	2003
26.5	bbh	2003
26.6	bbh	2003
26.5	bbh	2003
26.2	bbh	2003
26.7	bbh	2003
26.7	bbh	2003
26.5	bbh	2003
26.6	bbh	2003
26.5	bbh	2003
26.2	bbh	2003
26.6	bbh	2003
26.1	bbh	2003
26.5	bbh	2003
26.7	bbh	2003
26.4	bbh	2003
26.2	bbh	2003
26.6	bbh	2003
26.2	bbh	2003
26.8	bbh	2003
26.4	bbh	2003
26.5	bbh	2003
26.9	bbh	2003
26.9	bbh	2003
26.6	bbh	2003
26.7	bbh	2003
26.2	bbh	2003
26.2	bbh	2003
26.8	bbh	2003
26.3	bbh	2003
26.5	bbh	2003
26.6	bbh	2003
26.9	bbh	2003
26.8	bbh	2003
26.5	bbh	2003
26.8	bbh	2003
26.9	bbh	2003
26.8	bbh	2003
26.3	bbh	2003
26.1	bbh	2003
26.8	bbh	2003
26.3	bbh	2003
26.8	bbh	2003
26.4	bbh	2003
26.7	bbh	2003
26.4	bbh	2003
26	bbh	2003
26.9	bbh	2003
26.5	bbh	2003
26.3	bbh	2003
26.3	bbh	2003
26.4	bbh	2003
26.5	bbh	2003
26.6	bbh	2003
26.6	bbh	2003
26.4	bbh	2003
26.1	bbh	2003
26.7	bbh	2003
26.4	bbh	2003
26.6	bbh	2003
26.9	bbh	2003
26	bbh	2003
26.3	bbh	2003
26.9	bbh	2003
26.5	bbh	2003
26.8	bbh	2003
26.2	bbh	2003
26.4	bbh	2003
26.7	bbh	2003
26.9	bbh	2003
26	bbh	2003
27.1	bbh	2003
27.5	bbh	2003
27.7	bbh	2003
27.8	bbh	2003
27.2	bbh	2003
27.1	bbh	2003
27.5	bbh	2003
27.3	bbh	2003
27.1	bbh	2003
27.9	bbh	2003
27.1	bbh	2003
27.8	bbh	2003
27.4	bbh	2003
27.7	bbh	2003
27.1	bbh	2003
27.2	bbh	2003
27.9	bbh	2003
27.4	bbh	2003
27.5	bbh	2003
27.8	bbh	2003
27	bbh	2003
27.5	bbh	2003
27.8	bbh	2003
27.4	bbh	2003
27.2	bbh	2003
27.3	bbh	2003
27.5	bbh	2003
27.4	bbh	2003
27.3	bbh	2003
27.8	bbh	2003
27.1	bbh	2003
27.1	bbh	2003
27.3	bbh	2003
27.1	bbh	2003
27.4	bbh	2003
27.8	bbh	2003
27.3	bbh	2003
27.6	bbh	2003
27.6	bbh	2003
27.4	bbh	2003
27.1	bbh	2003
27.8	bbh	2003
27.6	bbh	2003
27	bbh	2003
27	bbh	2003
27.2	bbh	2003
27.5	bbh	2003
27.7	bbh	2003
27.4	bbh	2003
27.3	bbh	2003
27.1	bbh	2003
27.3	bbh	2003
27.7	bbh	2003
27.5	bbh	2003
27.3	bbh	2003
27.7	bbh	2003
27.7	bbh	2003
27.6	bbh	2003
27.1	bbh	2003
27.8	bbh	2003
27.3	bbh	2003
27.3	bbh	2003
27.8	bbh	2003
27.8	bbh	2003
27.8	bbh	2003
27	bbh	2003
27.7	bbh	2003
27.7	bbh	2003
27.4	bbh	2003
27.1	bbh	2003
27.7	bbh	2003
27.3	bbh	2003
27.4	bbh	2003
27.6	bbh	2003
27.7	bbh	2003
27.8	bbh	2003
27.3	bbh	2003
27.1	bbh	2003
27.1	bbh	2003
27.2	bbh	2003
27.2	bbh	2003
27.4	bbh	2003
27.4	bbh	2003
27.4	bbh	2003
27.5	bbh	2003
27.4	bbh	2003
27.7	bbh	2003
27.3	bbh	2003
27.7	bbh	2003
27.6	bbh	2003
27	bbh	2003
27.7	bbh	2003
27.5	bbh	2003
27.6	bbh	2003
27	bbh	2003
27.5	bbh	2003
27.4	bbh	2003
30.8	bbh	2003
30.8	bbh	2003
30.1	bbh	2003
30.5	bbh	2003
30	bbh	2003
30.6	bbh	2003
30.6	bbh	2003
30.9	bbh	2003
30.5	bbh	2003
30	bbh	2003
30.6	bbh	2003
30.4	bbh	2003
30.6	bbh	2003
30.6	bbh	2003
30.9	bbh	2003
30.5	bbh	2003
30.3	bbh	2003
30.8	bbh	2003
30.1	bbh	2003
30.1	bbh	2003
30.5	bbh	2003
30.6	bbh	2003
30.2	bbh	2003
30.2	bbh	2003
30.3	bbh	2003
30.7	bbh	2003
30.3	bbh	2003
30.5	bbh	2003
30.7	bbh	2003
30	bbh	2003
30.8	bbh	2003
30.4	bbh	2003
30.8	bbh	2003
30.1	bbh	2003
30.9	bbh	2003
30.9	bbh	2003
30.5	bbh	2003
30.2	bbh	2003
30.1	bbh	2003
30.3	bbh	2003
30.6	bbh	2003
30.5	bbh	2003
30.8	bbh	2003
30.2	bbh	2003
30.6	bbh	2003
30.6	bbh	2003
30.3	bbh	2003
30.5	bbh	2003
30.8	bbh	2003
30.7	bbh	2003
30.8	bbh	2003
30.1	bbh	2003
32.4	bbh	2003
32	bbh	2003
32.7	bbh	2003
32.3	bbh	2003
32.1	bbh	2003
32	bbh	2003
32.8	bbh	2003
32.1	bbh	2003
32.3	bbh	2003
32.7	bbh	2003
32.4	bbh	2003
32.4	bbh	2003
32.3	bbh	2003
32.8	bbh	2003
32.7	bbh	2003
32.4	bbh	2003
32.3	bbh	2003
32.1	bbh	2003
32.2	bbh	2003
32.5	bbh	2003
32.6	bbh	2003
32.6	bbh	2003
32.1	bbh	2003
32.8	bbh	2003
32.4	bbh	2003
32.2	bbh	2003
32.3	bbh	2003
32	bbh	2003
32.4	bbh	2003
32.7	bbh	2003
32.8	bbh	2003
32.8	bbh	2003
32.8	bbh	2003
32.2	bbh	2003
32.6	bbh	2003
32.1	bbh	2003
32.3	bbh	2003
32.7	bbh	2003
32.2	bbh	2003
32.3	bbh	2003
32.8	bbh	2003
32.1	bbh	2003
32.8	bbh	2003
32	bbh	2003
32.9	bbh	2003
32.1	bbh	2003
32.7	bbh	2003
32.8	bbh	2003
32.2	bbh	2003
32.2	bbh	2003
32.7	bbh	2003
32.7	bbh	2003
32.3	bbh	2003
32.3	bbh	2003
32.1	bbh	2003
32.1	bbh	2003
32.6	bbh	2003
32.3	bbh	2003
32.6	bbh	2003
32.2	bbh	2003
32.5	bbh	2003
32.8	bbh	2003
32.7	bbh	2003
32	bbh	2003
32.8	bbh	2003
32.4	bbh	2003
32.1	bbh	2003
32	bbh	2003
32.3	bbh	2003
32.8	bbh	2003
32.8	bbh	2003
32.4	bbh	2003
32.1	bbh	2003
32.8	bbh	2003
32.7	bbh	2003
32.9	bbh	2003
32.8	bbh	2003
32.7	bbh	2003
32.3	bbh	2003
32.8	bbh	2003
32.2	bbh	2003
32.2	bbh	2003
32.7	bbh	2003
32.4	bbh	2003
32	bbh	2003
32.2	bbh	2003
32.3	bbh	2003
32.7	bbh	2003
32.6	bbh	2003
32.6	bbh	2003
32.5	bbh	2003
32.7	bbh	2003
32.7	bbh	2003
32	bbh	2003
32.2	bbh	2003
32.8	bbh	2003
32.5	bbh	2003
32.3	bbh	2003
32.1	bbh	2003
32.3	bbh	2003
32.7	bbh	2003
32.9	bbh	2003
32.1	bbh	2003
32.3	bbh	2003
32.2	bbh	2003
32.6	bbh	2003
32.5	bbh	2003
32.1	bbh	2003
32.6	bbh	2003
32.2	bbh	2003
32.7	bbh	2003
32.8	bbh	2003
32.1	bbh	2003
32.6	bbh	2003
32.4	bbh	2003
32.2	bbh	2003
32.5	bbh	2003
32.4	bbh	2003
32.2	bbh	2003
32.8	bbh	2003
32.8	bbh	2003
32.1	bbh	2003
32.4	bbh	2003
32.8	bbh	2003
32.4	bbh	2003
32	bbh	2003
32.3	bbh	2003
32.1	bbh	2003
32.2	bbh	2003
32.6	bbh	2003
32.4	bbh	2003
32.4	bbh	2003
32.4	bbh	2003
32.9	bbh	2003
32.4	bbh	2003
32.4	bbh	2003
32.5	bbh	2003
32.6	bbh	2003
32.6	bbh	2003
32.2	bbh	2003
32.4	bbh	2003
32.8	bbh	2003
32	bbh	2003
32.2	bbh	2003
32.7	bbh	2003
32.1	bbh	2003
32.3	bbh	2003
32.1	bbh	2003
32.1	bbh	2003
32.5	bbh	2003
32.5	bbh	2003
32	bbh	2003
32	bbh	2003
32.1	bbh	2003
32.3	bbh	2003
32.7	bbh	2003
32.6	bbh	2003
32.5	bbh	2003
32.1	bbh	2003
32.3	bbh	2003
32.4	bbh	2003
32.2	bbh	2003
32.3	bbh	2003
32.9	bbh	2003
32.5	bbh	2003
32.7	bbh	2003
32.4	bbh	2003
32.1	bbh	2003
32.5	bbh	2003
32.7	bbh	2003
32.9	bbh	2003
32.8	bbh	2003
32.1	bbh	2003
32.9	bbh	2003
32.2	bbh	2003
32.5	bbh	2003
32.9	bbh	2003
32.1	bbh	2003
32.5	bbh	2003
32.6	bbh	2003
32.8	bbh	2003
32.7	bbh	2003
32.8	bbh	2003
32.8	bbh	2003
32.9	bbh	2003
32.5	bbh	2003
32.1	bbh	2003
32.3	bbh	2003
32.1	bbh	2003
32.1	bbh	2003
32.8	bbh	2003
32.5	bbh	2003
32.3	bbh	2003
32.6	bbh	2003
32.3	bbh	2003
32.7	bbh	2003
32.8	bbh	2003
32.2	bbh	2003
32.5	bbh	2003
32.1	bbh	2003
32.8	bbh	2003
32.2	bbh	2003
32.3	bbh	2003
32.9	bbh	2003
32.1	bbh	2003
32.2	bbh	2003
32.8	bbh	2003
32.8	bbh	2003
32.6	bbh	2003
32.7	bbh	2003
32.2	bbh	2003
32.2	bbh	2003
32.2	bbh	2003
32.9	bbh	2003
32.6	bbh	2003
32.2	bbh	2003
32.3	bbh	2003
32.5	bbh	2003
32.6	bbh	2003
32.3	bbh	2003
32.1	bbh	2003
32.2	bbh	2003
32.2	bbh	2003
32.3	bbh	2003
32.5	bbh	2003
32.4	bbh	2003
32.4	bbh	2003
32.6	bbh	2003
32.7	bbh	2003
32.4	bbh	2003
32.5	bbh	2003
21.7	bbh	2005
22.1	bbh	2005
22.8	bbh	2005
22.1	bbh	2005
22.9	bbh	2005
22	bbh	2005
23.3	bbh	2005
23.1	bbh	2005
23.9	bbh	2005
23.4	bbh	2005
23.6	bbh	2005
23.3	bbh	2005
23.9	bbh	2005
24.2	bbh	2005
24.8	bbh	2005
24.3	bbh	2005
24.4	bbh	2005
24.5	bbh	2005
25.2	bbh	2005
25.1	bbh	2005
26.7	bbh	2005
26.2	bbh	2005
26.5	bbh	2005
26.7	bbh	2005
26.1	bbh	2005
27.2	bbh	2005
27.9	bbh	2005
27.5	bbh	2005
27.6	bbh	2005
27.5	bbh	2005
28.6	bbh	2005
28.9	bbh	2005
28.7	bbh	2005
28.7	bbh	2005
28	bbh	2005
28.3	bbh	2005
28.1	bbh	2005
28.9	bbh	2005
28.1	bbh	2005
28.5	bbh	2005
28.3	bbh	2005
28.6	bbh	2005
28.8	bbh	2005
28	bbh	2005
28.7	bbh	2005
28.3	bbh	2005
28.6	bbh	2005
28.3	bbh	2005
28.2	bbh	2005
28.6	bbh	2005
28.1	bbh	2005
28.4	bbh	2005
28.5	bbh	2005
29.4	bbh	2005
29.4	bbh	2005
29.1	bbh	2005
29.6	bbh	2005
29.4	bbh	2005
29.7	bbh	2005
29.8	bbh	2005
29.4	bbh	2005
29.3	bbh	2005
29.6	bbh	2005
29.2	bbh	2005
29.7	bbh	2005
29.8	bbh	2005
29.2	bbh	2005
29.6	bbh	2005
29.1	bbh	2005
29.8	bbh	2005
29.4	bbh	2005
29.1	bbh	2005
29.6	bbh	2005
29.5	bbh	2005
29.3	bbh	2005
29.5	bbh	2005
30.8	bbh	2005
30	bbh	2005
30.8	bbh	2005
30.6	bbh	2005
30.4	bbh	2005
30.4	bbh	2005
30	bbh	2005
30.8	bbh	2005
30.5	bbh	2005
30.3	bbh	2005
30.3	bbh	2005
30.1	bbh	2005
30.1	bbh	2005
30.2	bbh	2005
30.5	bbh	2005
30.5	bbh	2005
30.5	bbh	2005
30.1	bbh	2005
30.8	bbh	2005
30.8	bbh	2005
30.1	bbh	2005
30.4	bbh	2005
30.8	bbh	2005
30.7	bbh	2005
30.4	bbh	2005
30	bbh	2005
30.8	bbh	2005
30.3	bbh	2005
30.3	bbh	2005
30.3	bbh	2005
30.6	bbh	2005
30.3	bbh	2005
30.6	bbh	2005
30.7	bbh	2005
30.8	bbh	2005
31.7	bbh	2005
31.2	bbh	2005
31.8	bbh	2005
31.5	bbh	2005
31.6	bbh	2005
31.7	bbh	2005
31.2	bbh	2005
31.7	bbh	2005
31.7	bbh	2005
31.8	bbh	2005
31.1	bbh	2005
31.6	bbh	2005
31.8	bbh	2005
31.5	bbh	2005
31	bbh	2005
31.6	bbh	2005
31.5	bbh	2005
31.4	bbh	2005
31.7	bbh	2005
31.9	bbh	2005
31.8	bbh	2005
31.3	bbh	2005
31.1	bbh	2005
31.3	bbh	2005
31.7	bbh	2005
31.2	bbh	2005
31.6	bbh	2005
31.7	bbh	2005
31.1	bbh	2005
31	bbh	2005
31.2	bbh	2005
31.9	bbh	2005
31.8	bbh	2005
31.3	bbh	2005
31.4	bbh	2005
31.8	bbh	2005
31.2	bbh	2005
31.4	bbh	2005
31.3	bbh	2005
31.2	bbh	2005
31.1	bbh	2005
31.4	bbh	2005
31.3	bbh	2005
31.5	bbh	2005
31.6	bbh	2005
31.6	bbh	2005
32.5	bbh	2005
32.4	bbh	2005
32.1	bbh	2005
32.4	bbh	2005
32.2	bbh	2005
32.2	bbh	2005
32.8	bbh	2005
32	bbh	2005
32.5	bbh	2005
32.7	bbh	2005
32.6	bbh	2005
32.1	bbh	2005
32.3	bbh	2005
32.4	bbh	2005
32.4	bbh	2005
32.5	bbh	2005
32.4	bbh	2005
32.7	bbh	2005
32	bbh	2005
32.7	bbh	2005
32.1	bbh	2005
32.4	bbh	2005
32.6	bbh	2005
33.1	bbh	2005
33.5	bbh	2005
33.1	bbh	2005
33.2	bbh	2005
33.7	bbh	2005
33.7	bbh	2005
33.2	bbh	2005
33.7	bbh	2005
33.8	bbh	2005
33.3	bbh	2005
33.8	bbh	2005
34.8	bbh	2005
